task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
69	42/4be64e	27641	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (SRR13500958)	COMPLETED	0	2025-04-19 18:51:03.442	12.2s	10s	137.6%	78.3 MB	118 MB	55.7 MB	50.4 MB
68	e3/fddd7f	28595	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	COMPLETED	0	2025-04-19 18:51:15.617	2s	0ms	156.2%	6.5 MB	220.9 MB	5.2 MB	5 KB
70	57/d716c5	28797	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5405022)	COMPLETED	0	2025-04-19 18:51:17.635	13s	0ms	214.2%	5.3 MB	12.4 MB	7.6 MB	405.5 KB
71	b2/df4eba	29014	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5405022)	COMPLETED	0	2025-04-19 18:51:30.736	11m 28s	14s	218.6%	334.4 MB	8.5 GB	60.6 MB	844 KB
72	80/90d146	30511	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5405022)	COMPLETED	0	2025-04-19 19:02:58.895	3.3s	0ms	172.0%	5.1 MB	11.8 MB	7.6 MB	295.4 KB
73	e6/617f1f	30715	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5405022)	COMPLETED	0	2025-04-19 19:03:02.213	9m 32s	2s	115.3%	37.2 MB	486.1 MB	10.5 MB	14 KB
74	b1/de31a7	30980	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5556343)	COMPLETED	0	2025-04-19 19:12:37.481	5.3s	2s	116.6%	75 MB	541.6 MB	10.5 MB	13.7 KB
77	ff/a26ed2	31248	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5556343)	COMPLETED	0	2025-04-19 19:12:42.973	3.1s	1s	219.8%	5.6 MB	12.3 MB	7.3 MB	182.8 KB
75	e9/a532fd	31453	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5556343)	COMPLETED	0	2025-04-19 19:12:46.163	2.3s	0ms	249.7%	5.3 MB	11.7 MB	7.3 MB	113.4 KB
76	23/1c943e	31657	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5556343)	COMPLETED	0	2025-04-19 19:12:48.534	22.1s	15s	190.5%	372.6 MB	8.6 GB	60.4 MB	854.5 KB
79	fa/6d9276	620	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5743893)	COMPLETED	0	2025-04-19 19:13:10.693	3.2s	0ms	212.2%	5.5 MB	12.3 MB	4.6 MB	165.7 KB
78	cf/ec760a	827	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5743893)	COMPLETED	0	2025-04-19 19:13:13.968	19.7s	13s	203.3%	316.5 MB	8.5 GB	57.7 MB	852.7 KB
80	4e/89656d	2450	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5743893)	COMPLETED	0	2025-04-19 19:13:33.733	2.7s	1s	212.6%	5 MB	11.6 MB	4.6 MB	105.3 KB
81	f9/d31ea0	2653	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5743893)	COMPLETED	0	2025-04-19 19:13:36.623	4.3s	2s	125.2%	56.2 MB	515.1 MB	10.5 MB	12.6 KB
82	6f/2384cf	2915	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5181310)	COMPLETED	0	2025-04-19 19:13:41.036	3.6s	1s	128.7%	11.5 MB	16.6 MB	10.5 MB	13.6 KB
83	d1/980ff8	3122	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5181310)	COMPLETED	0	2025-04-19 19:13:44.818	6.1s	3s	254.7%	5.1 MB	11.7 MB	32.8 MB	199.4 KB
84	74/5c69ce	3431	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5181310)	COMPLETED	0	2025-04-19 19:13:51.059	32.4s	26s	162.2%	336.8 MB	8 GB	85.9 MB	857.8 KB
85	c7/dba80b	4980	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5181310)	COMPLETED	0	2025-04-19 19:14:23.584	4.7s	2s	276.9%	5.3 MB	12.4 MB	32.8 MB	342.1 KB
86	2d/fac151	5238	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SRR13500958)	COMPLETED	0	2025-04-19 19:14:28.378	5.5s	2s	125.0%	75 MB	541.9 MB	10.5 MB	12 KB
89	6a/4d4a10	5553	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SRR13500958)	COMPLETED	0	2025-04-19 19:14:34.092	3.8s	0ms	233.6%	4.2 MB	9.2 MB	5.2 MB	150 KB
87	a4/d4805e	5756	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SRR13500958)	COMPLETED	0	2025-04-19 19:14:37.954	2.3s	0ms	215.7%	5.4 MB	12.4 MB	5.2 MB	221.3 KB
88	7d/851f6c	5965	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SRR13500958)	COMPLETED	0	2025-04-19 19:14:40.325	14.9s	11s	222.6%	275.6 MB	8.5 GB	58.3 MB	887 KB
93	a2/6e2c73	7368	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2025-04-19 19:14:55.312	3.3s	1s	124.0%	7.8 MB	222.3 MB	7.3 MB	104.1 KB
92	37/d6f884	7628	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2025-04-19 19:14:58.684	2.4s	1s	165.6%	7.5 MB	222.3 MB	7.5 MB	94.2 KB
97	a6/e2fa7c	7835	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2025-04-19 19:15:01.191	1.9s	0ms	96.6%	3.1 MB	5.4 MB	108.6 KB	4.9 KB
94	32/885501	8036	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	COMPLETED	0	2025-04-19 19:15:03.127	1.9s	0ms	111.6%	3.1 MB	5.4 MB	108.6 KB	4.9 KB
95	dd/1b5902	8343	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2025-04-19 19:15:05.105	2.1s	0ms	179.6%	6.6 MB	220.9 MB	7.3 MB	5.4 KB
96	9a/65c14b	8550	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2025-04-19 19:15:07.242	1.9s	0ms	180.3%	6.6 MB	220.9 MB	4.7 MB	5.4 KB
90	36/be3afe	8751	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2025-04-19 19:15:09.245	1.6s	0ms	103.7%	3.2 MB	5.4 MB	108.7 KB	4.9 KB
91	03/6f3702	8953	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2025-04-19 19:15:10.900	2.1s	1s	157.7%	6.7 MB	220.9 MB	7.5 MB	5.4 KB
103	53/96c0d0	9159	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2025-04-19 19:15:13.051	9.6s	7s	128.8%	7.9 MB	222.3 MB	32.8 MB	98.7 KB
98	33/b6a134	9743	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2025-04-19 19:15:22.733	3.3s	2s	206.5%	6.6 MB	220.9 MB	32.8 MB	5.4 KB
102	39/2ddaeb	10002	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2025-04-19 19:15:26.116	2.4s	1s	126.2%	7.6 MB	222 MB	4.7 MB	104 KB
104	12/2af337	10208	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2025-04-19 19:15:28.538	2.6s	1s	127.1%	7.8 MB	222.2 MB	5.2 MB	138.4 KB
100	18/c073b1	10413	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	COMPLETED	0	2025-04-19 19:15:31.203	1.9s	0ms	104.3%	3.2 MB	5.4 MB	108.6 KB	4.9 KB
101	2c/cc37d0	10617	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2025-04-19 19:15:33.140	1.8s	1s	93.6%	3.1 MB	5.4 MB	108.7 KB	4.9 KB
99	2a/deace5	10818	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2025-04-19 19:15:34.963	1.7s	0ms	150.9%	6.6 MB	220.9 MB	5.2 MB	5.4 KB
105	e4/ab868c	11021	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5405022)	COMPLETED	0	2025-04-19 19:15:36.731	1m 6s	0ms	145.5%	10.2 MB	1.1 GB	90.9 KB	6 KB
106	d7/35031e	11232	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5556343)	COMPLETED	0	2025-04-19 19:16:42.354	2.6s	1s	141.9%	10.1 MB	1.1 GB	90.4 KB	5.8 KB
107	21/94ebbe	11439	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5743893)	COMPLETED	0	2025-04-19 19:16:45.059	1.9s	0ms	200.0%	11.5 MB	1.1 GB	88.6 KB	4.9 KB
108	12/2f003e	11646	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5181310)	COMPLETED	0	2025-04-19 19:16:47.001	1.8s	0ms	161.2%	3.1 MB	5.4 MB	90.2 KB	5.8 KB
109	eb/1972df	11850	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (SRR13500958)	COMPLETED	0	2025-04-19 19:16:48.892	2.4s	0ms	148.8%	7.9 MB	1.1 GB	87.5 KB	4.4 KB
110	6d/5b3044	12057	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_GENOME	COMPLETED	0	2025-04-19 19:16:51.340	6m 50s	9s	105.5%	326.3 MB	900.4 MB	24.9 MB	129.8 KB
111	d1/2c945f	12717	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_AMPLICON	COMPLETED	0	2025-04-19 19:23:41.585	12.9s	10s	107.1%	339.8 MB	1 GB	24.9 MB	244.3 KB
112	6c/a37172	13416	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2025-04-19 19:23:54.510	38.1s	0ms	90.1%	3.1 MB	5.4 MB	71 KB	3.1 KB
113	e3/558d46	13623	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5405022)	COMPLETED	0	2025-04-19 19:24:32.715	2.2s	1s	214.8%	11.5 MB	460.5 MB	83.7 KB	1.9 KB
115	0f/1f3f0b	13829	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2025-04-19 19:24:34.986	2.1s	0ms	80.0%	3 MB	5.4 MB	70.9 KB	3.1 KB
114	e9/352291	14028	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5556343)	COMPLETED	0	2025-04-19 19:24:37.168	2.3s	0ms	184.6%	3.1 MB	5.4 MB	83.5 KB	1.8 KB
116	c5/70ae83	14234	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2025-04-19 19:24:39.555	1.7s	0ms	64.0%	3 MB	5.4 MB	70.8 KB	3.1 KB
117	1e/4d4a65	14434	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5743893)	COMPLETED	0	2025-04-19 19:24:41.354	1.5s	0ms	100.0%	3 MB	5.4 MB	83.3 KB	1.7 KB
119	a2/938aa7	14638	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5181310)	COMPLETED	0	2025-04-19 19:24:42.846	1.6s	0ms	192.3%	3.1 MB	5.4 MB	83.9 KB	2 KB
118	48/74aa5a	14841	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2025-04-19 19:24:44.488	1.7s	0ms	60.6%	3.1 MB	5.4 MB	71.1 KB	3.1 KB
120	2e/7cf22e	15040	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (SRR13500958)	COMPLETED	0	2025-04-19 19:24:46.247	1.7s	0ms	139.1%	3.1 MB	5.4 MB	83.1 KB	1.6 KB
121	c2/9e66f2	15246	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2025-04-19 19:24:47.988	1.7s	0ms	69.6%	3.1 MB	5.4 MB	70.7 KB	3.1 KB
122	5d/68955d	15448	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2025-04-19 19:24:49.799	1.7s	0ms	130.9%	3.2 MB	5.4 MB	83.6 KB	3.9 KB
124	66/3eac55	15656	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5405022)	COMPLETED	0	2025-04-19 19:24:51.549	1m 1s	4s	163.3%	13.6 MB	24.6 MB	61.3 MB	53.1 MB
123	b1/f1667d	16243	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2025-04-19 19:25:52.321	1.7s	0ms	85.7%	3 MB	5.4 MB	71.1 KB	3.1 KB
125	2b/7bd0e2	16444	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2025-04-19 19:25:54.112	1.4s	0ms	103.7%	3.2 MB	5.4 MB	83.4 KB	3.8 KB
126	56/a9930e	16651	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2025-04-19 19:25:55.585	1.5s	0ms	44.4%	3.1 MB	5.4 MB	71 KB	3.1 KB
127	b1/f445d4	16850	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5556343)	COMPLETED	0	2025-04-19 19:25:57.166	11.6s	10s	146.5%	23.1 MB	34.6 MB	114.7 MB	106.7 MB
128	9c/47f90d	17962	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2025-04-19 19:26:08.890	1.7s	0ms	96.3%	3.1 MB	5.4 MB	83.2 KB	3.7 KB
129	99/2ef32f	18170	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2025-04-19 19:26:10.646	2.2s	1s	93.3%	3 MB	5.4 MB	70.9 KB	3.1 KB
130	89/87dd9f	18372	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5743893)	COMPLETED	0	2025-04-19 19:26:13.005	7.2s	6s	153.5%	18.4 MB	30.1 MB	73.3 MB	68 MB
131	87/2aa8c9	19061	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2025-04-19 19:26:20.692	1.8s	0ms	81.8%	3.1 MB	5.4 MB	71.2 KB	3.1 KB
132	cf/6e3b06	19259	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5181310)	COMPLETED	0	2025-04-19 19:26:22.509	1m 44s	1m 42s	123.1%	43.2 MB	55.2 MB	560.1 MB	526.6 MB
133	49/349ca0	22383	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2025-04-19 19:28:06.285	1.5s	0ms	111.1%	3.2 MB	5.4 MB	83.8 KB	3.4 KB
135	8c/570b4e	22591	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2025-04-19 19:28:07.871	2.6s	0ms	87.8%	3.1 MB	5.4 MB	70.8 KB	3.1 KB
134	f1/98a97a	22791	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (SRR13500958)	COMPLETED	0	2025-04-19 19:28:10.484	5.1s	3s	172.1%	10.7 MB	23.1 MB	57.1 MB	51.2 MB
136	0f/50cc21	23268	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2025-04-19 19:28:15.619	1.8s	0ms	98.1%	3.1 MB	5.4 MB	83.1 KB	3.4 KB
137	55/624179	23472	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5405022)	COMPLETED	0	2025-04-19 19:28:17.505	49.4s	0ms	70.0%	2.8 MB	11 MB	66.7 KB	490 B
138	9f/8b954c	23718	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5556343)	COMPLETED	0	2025-04-19 19:29:07.001	2.7s	0ms	100.0%	2.8 MB	11 MB	67.1 KB	479 B
139	a9/4c5ccd	23920	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5743893)	COMPLETED	0	2025-04-19 19:29:09.804	2.9s	0ms	66.7%	2.8 MB	11 MB	66.7 KB	470 B
140	f4/b7d0b5	24122	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5181310)	COMPLETED	0	2025-04-19 19:29:12.997	2.7s	0ms	88.9%	2.8 MB	11 MB	61.9 KB	433 B
141	03/cb2b4d	24322	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (SRR13500958)	COMPLETED	0	2025-04-19 19:29:15.691	2.7s	0ms	141.2%	2.8 MB	11 MB	50.5 KB	413 B
142	e7/1a2278	24523	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5405022)	COMPLETED	0	2025-04-19 19:29:18.444	2.8s	0ms	100.0%	2.9 MB	11 MB	75.6 KB	30 KB
